Fecha;Temp Media (ºC);Temp Max (ºC);Hora Temp Max;Temp Mínima (ºC);Hora Temp Min;Humedad Media (%);Humedad Max (%);Hora Hum Max;Humedad Min (%);Hora Hum Mín;Velviento (m/s);DirViento (º);VelVientoMax (m/s);Hora VelMax;Dir viento Vel Max (º);Radiación (MJ/m2);Precipitación (mm);PePMon;EtPMon
01/01/2008;5,67;14,15;13:10;0,08;6:50;78,9;95;22:50;33,77;12:50;1,33;105,3;4,98;14:13;196,8;9,62;0,2;0;1,27
02/01/2008;6,99;12,42;15:10;0,21;5:20;79,3;94,2;0:10;60,63;22:40;1,53;186,6;6,6;22:35;232,2;3,7;0,4;0;0,96
03/01/2008;9,29;12,96;13:00;4,8;0:00;69,55;87,2;7:10;53,91;14:30;1,93;208,1;9,93;13:22;300,7;3,33;0,8;0;1,25
04/01/2008;7,5;13,33;14:10;3,04;0:30;65,71;88,4;0:40;40,2;14:00;1,74;66,22;7,49;12:19;351,5;9,87;0;0;1,38
05/01/2008;8,54;17,53;15:10;2,49;5:50;59,47;83,3;6:00;26,94;13:00;1,17;93,1;3,88;8:17;88,3;7,61;0;0;1,51
06/01/2008;13,76;22,75;14:50;6,08;0:20;65,33;83,2;18:30;39,76;14:50;1,2;90;3,72;15:52;346,2;9,83;0;0;1,62
07/01/2008;12,07;19,79;13:10;6,55;20:30;64,22;91,1;21:40;33,55;13:20;1,35;63,68;4,47;0:55;90,8;9,96;0;0;1,62
08/01/2008;9;11,54;14:50;4,66;2:40;88,9;96,6;6:30;74,5;0:20;0,48;93,5;2,09;11:01;21,16;1,64;0;0;0,6
09/01/2008;11,82;15,5;14:30;9,79;4:30;79,7;93,5;0:00;57,6;14:20;0,75;136,7;3,27;15:22;203,1;5,43;0;0;0,9
10/01/2008;11,55;17,03;13:40;5,54;23:30;78;95,4;0:00;47,96;13:40;0,8;121,2;3,46;14:14;26,61;8,01;0;0;1,03
11/01/2008;11,14;17,65;12:50;2,37;6:30;69,39;98,2;7:30;37,83;13:10;2,12;196,3;10,68;18:21;264;9,03;0;0;1,8
12/01/2008;8,67;15,82;15:10;2,17;5:40;55,88;89,7;22:40;22,12;15:10;1,44;85,7;5,64;11:04;297,5;10,62;0;0;1,62
13/01/2008;6,77;15,22;13:10;-0,8;7:20;66;89,7;7:30;34,11;12:40;1,13;118,1;4,92;14:08;187,3;10,55;0;0;1,29
14/01/2008;7,66;14,64;13:10;1,76;4:10;74,6;88,7;4:10;54,3;13:10;1,01;92,4;3,4;15:08;91,4;3,85;0;0;1,01
15/01/2008;8,86;15,43;12:50;3,8;7:20;66,75;82,1;4:40;37,77;12:50;1,46;139;5,39;12:13;242,9;9,28;0;0;1,51
16/01/2008;13,46;19,55;13:50;5,48;0:10;48,59;77,3;0:10;27,75;16:10;3,44;238;12,62;13:08;295,9;7,09;0;0;3,06
17/01/2008;11,52;19,13;15:00;6,15;6:50;56,94;84,6;20:20;28,01;14:00;1,29;103,7;5,51;2:19;94,2;10,52;0;0;1,73
18/01/2008;12,83;21,08;12:40;6,15;23:50;58,7;86,3;23:30;32,33;12:20;1,4;93,8;4,82;7:33;300;10,63;0;0;1,87
19/01/2008;10,62;19,59;14:40;4,46;4:20;71,7;89,5;4:40;45,25;15:20;1,01;100,1;3,39;15:59;204,9;10,7;0;0;1,4
20/01/2008;10,14;19,45;15:20;3,79;3:10;70,8;92,6;2:40;42,75;15:20;0,99;88,8;3,91;16:02;193,2;11,01;0;0;1,4
21/01/2008;10,86;20,81;12:40;2,64;6:30;68,42;93,7;6:40;33,35;12:40;1,25;124,8;4,59;15:03;239,2;10,88;0;0;1,76
22/01/2008;14,48;24,16;15:10;8,04;2:40;46,84;70,3;2:40;18,59;15:10;1,24;99,1;4,32;11:52;63,29;11,25;0;0;2,25
23/01/2008;10,88;17,92;12:20;4,66;23:40;64,16;96,2;23:40;38,35;0:20;1,33;113,8;5,49;15:25;118,4;9,51;0;0;1,57
24/01/2008;8,11;15,76;15:00;2,17;6:20;84,3;98;5:50;57,79;14:50;0,95;125,8;4,47;15:20;187,3;8,09;0;0;1,07
25/01/2008;8,67;13,96;14:10;4,39;20:10;79,8;93;22:40;39,88;15:40;1,08;67,07;4,14;11:19;17,12;4,65;0;0;1,21
26/01/2008;8,04;13,28;15:10;3,11;0:00;78,5;92,3;0:00;60,32;15:30;0,91;65,59;3,9;12:40;23,56;5,29;0;0;0,95
27/01/2008;7,04;12,41;15:00;2,64;22:40;78,3;93,3;0:10;60,2;15:00;1,15;83,9;3,71;15:05;46,06;3,53;0,2;0;0,95
28/01/2008;7,31;16,83;14:40;-0,46;6:40;70,7;96,8;7:00;27,4;13:50;0,94;76,7;3,41;13:11;323,8;11,8;0;0;1,47
29/01/2008;8,13;16,63;13:40;3,25;0:00;65,17;93,9;21:40;39,88;10:50;1,25;100,6;4,26;14:29;259,9;11,42;0;0;1,56
30/01/2008;10,34;20,39;14:30;1,63;3:00;56,59;93,4;0:20;20,43;13:30;1,22;99,4;4,98;14:56;222;11,97;0;0;2
31/01/2008;8,03;15,08;14:20;0,55;6:50;73,3;96,7;23:30;54,53;13:40;1,1;95,4;4,41;15:53;192;10,25;0;0;1,25
01/02/2008;8,11;16,29;12:50;0,35;6:20;77,9;98,2;6:30;46,49;12:30;1,23;148,3;5,87;13:35;202;11,59;0,2;0;1,47
02/02/2008;10,85;17,1;13:50;4,46;23:50;57,62;84,4;0:00;33,42;14:10;1,46;122,7;5,9;15:30;180,9;11,86;0;0;1,87
03/02/2008;8,43;14,75;13:00;2,51;4:40;80,8;95,7;3:00;53,67;12:40;1,58;149,4;6,05;14:38;199,4;11;0;0;1,46
04/02/2008;12,96;19,07;15:00;6,35;0:00;53,64;93,6;0:20;26,86;15:40;2,38;274,9;7,8;8:29;232,8;11,95;0;0;2,58
05/02/2008;9,87;18,23;15:00;2,57;6:20;65,14;93,1;23:40;34,63;14:40;1,29;107,1;4,16;16:34;204,6;12,74;0;0;1,85
06/02/2008;9,82;19,86;14:30;2,17;6:50;70,9;95,9;2:40;33,75;14:20;1,17;83,1;4,47;14:27;2,4;12,93;0;0;1,9
07/02/2008;8,91;16,9;14:20;3,72;5:20;69,07;94;0:20;41,61;14:00;1,42;79,7;5,23;11:58;49,68;12,43;0,2;0;1,78
08/02/2008;9,26;16,9;14:30;2,92;7:10;70,9;93;20:30;41,61;14:00;1,67;51,65;5,42;13:38;354,5;13,15;0;0;1,92
09/02/2008;8,88;14,75;13:30;4,53;20:40;72,9;91,9;2:10;38,57;15:40;1,53;43,95;6,09;11:51;88,1;11,71;0;0;1,76
10/02/2008;7,75;14,08;14:10;3,92;5:30;72,5;87;22:10;48,06;14:00;1,3;51,33;5,64;15:16;50,17;10,13;0;0;1,51
11/02/2008;8,82;12,34;14:30;5,2;2:20;69,75;84,9;3:20;52,88;14:10;1,4;40,31;5,11;11:02;17,79;6,67;0;0;1,34
12/02/2008;8,73;12,41;12:10;5,47;5:00;79,1;91,4;19:00;58,71;12:10;1,69;39,28;6,24;12:30;10,67;4,73;0;0;1,23
13/02/2008;8,49;10;14:00;5,88;6:50;82,7;91,7;15:40;67,88;10:10;2,02;54,11;7,16;15:15;65,9;2,27;0,8;0;1
14/02/2008;11,08;13,55;14:00;8,98;0:10;81,6;90,8;8:40;67,23;13:40;3,49;44,56;7,68;23:25;33,95;4,37;1,2;0;1,47
15/02/2008;11,55;16,51;13:00;8,16;22:00;76,4;90,8;3:00;50,28;13:30;1,86;39,79;6,39;0:41;20,48;8,65;0,6;0;1,8
16/02/2008;9,99;13,35;13:10;6,14;22:50;78,5;90,6;22:50;57,55;11:00;1,35;67,74;5,05;14:10;75,3;6,14;0;0;1,29
17/02/2008;9,63;12,08;14:30;7,36;4:40;80;93,5;22:30;66,77;15:50;2,28;49,54;6,57;14:45;71,6;5,08;1,6;0;1,24
18/02/2008;10,4;12,07;13:40;9,05;7:10;94;96,9;22:10;87,6;13:00;1,33;25,88;5,3;2:04;49,93;2,3;1;0;0,7
19/02/2008;10,82;12,82;13:20;7,76;5:30;94,8;97,4;6:10;87,6;10:10;0,79;134,9;2,67;8:37;13,56;2,54;4;1,03;0,7
20/02/2008;12,04;19,32;12:40;5,54;4:40;80;98,7;4:50;41,6;13:00;1,04;84,9;4,88;14:17;140,1;11,38;0;0;1,85
21/02/2008;11,43;14,64;14:00;7,09;23:40;86,8;96,6;6:50;69,67;15:10;1,31;49,18;5,01;12:35;35,09;4,75;0,4;0;1,1
22/02/2008;9,23;14,09;14:40;5,54;3:10;85,4;96,8;3:30;62,22;14:40;1,17;36,75;6,22;13:50;32,21;7,98;0;0;1,3
23/02/2008;10,62;14,5;15:30;7,83;4:30;81,4;94,6;0:00;63,78;15:30;1,81;38,66;5,73;14:58;14,32;6,82;4,8;1,69;1,41
24/02/2008;10,16;11,2;17:20;8,98;6:10;95,4;98;7:50;90,7;20:40;1,35;27,31;4,22;8:35;36,75;1,83;13,2;7,83;0,63
25/02/2008;12,37;18,66;15:00;7,64;5:50;85,1;97,6;23:40;61,91;15:10;1,32;42,43;5,39;14:21;35,45;14,02;0;0;1,93
26/02/2008;13,27;20,13;14:10;9,39;23:50;84,8;98,1;8:00;53,91;12:40;1,06;102,1;4,66;14:27;238,6;15,37;0;0;2,13
27/02/2008;13,93;20,8;12:00;8,58;6:10;70,7;96,9;1:00;43,15;12:20;1,4;147;5,55;13:47;212,9;16,6;0;0;2,52
28/02/2008;11,79;18,66;12:40;7,5;3:00;82,8;95,3;4:30;51,15;12:20;1,12;77,7;5,69;13:41;233,9;10,94;0,2;0;1,84
29/02/2008;11,68;19,18;12:00;6,15;6:50;83;96,8;23:40;46,81;11:40;1,03;133,1;5,8;15:03;197,8;12,99;1,8;0;2
01/03/2008;12,36;21,27;12:50;5,07;5:10;77;98;2:00;38,55;12:20;1,2;165,5;5,44;14:57;200,2;17,56;0,2;0;2,57
02/03/2008;13,31;22,07;13:40;6,55;5:00;67,52;94;3:40;43,07;13:50;1,37;140,3;5,04;14:47;199,6;17,8;0;0;2,73
03/03/2008;13,81;23,56;13:20;3,18;5:50;60,99;92,5;6:20;25,35;13:40;1,57;122,4;6,57;22:15;27,79;18,62;0;0;3,27
04/03/2008;12,59;19,25;13:10;7,23;23:30;51,26;91,1;6:30;21,33;19:10;2,3;38,44;9,15;21:09;351,8;16,24;0;0;3,3
05/03/2008;7,33;11,8;13:50;3,32;0:00;29,31;40,78;16:40;17,68;9:20;4,25;14,22;12,68;9:36;354,6;15,58;0;0;3,85
06/03/2008;5,68;13,13;15:20;0,01;4:30;40,55;81,9;22:50;15,91;15:20;1,97;18,38;8,05;9:34;342,4;19,5;0;0;2,79
07/03/2008;11;21,01;13:20;0,28;2:10;38,03;80,5;0:40;12,51;14:30;1,71;105,8;8,49;11:12;349,4;19,74;0;0;3,49
08/03/2008;12,35;20,47;13:10;4,53;23:20;38,32;78,3;23:30;13,26;11:50;1,61;124,7;6,66;13:39;209,7;19,51;0;0;3,39
09/03/2008;11,12;19,86;14:20;0,82;6:00;55,24;89,5;5:50;22,8;12:10;1,3;149,2;6,26;14:52;191,5;19,37;0;0;2,93
10/03/2008;12,07;17,33;14:40;3,92;6:10;52,47;85,3;6:20;23,62;15:20;2,12;213,5;9,58;16:29;278,8;8,23;0;0;2,63
11/03/2008;16,12;25,3;14:00;7,29;6:30;55,94;87,3;6:30;29;13:40;1,33;160,7;5,49;15:29;201,8;19,04;0;0;3,42
12/03/2008;17,17;26,27;11:10;9,38;4:40;51,16;76,7;4:40;27,32;12:00;1,65;110,7;7,31;13:54;197,3;20,18;0;0;3,96
13/03/2008;15,55;23,22;14:00;8,71;6:20;58,56;83,1;0:00;34,82;14:10;1,38;88,9;5,12;14:32;103,7;18,66;0;0;3,25
14/03/2008;15,68;24,64;16:00;8,98;2:30;57,43;84,8;2:30;24,95;16:20;1,17;53,08;5,79;15:16;214,4;19,46;0;0;3,39
15/03/2008;16,92;27,4;13:40;9,18;3:00;50,29;82;6:20;22,32;16:50;1,55;95;7,9;9:19;206,6;14,14;0;0;3,69
16/03/2008;15,28;23,08;14:00;8,44;1:20;46,8;70,6;21:10;24,69;12:00;1,49;144,9;5,62;14:55;200,4;21,59;0;0;3,75
17/03/2008;14,9;22,83;11:20;5,88;6:10;40,48;76,7;21:40;20,71;9:20;1,6;173,7;6,12;12:44;205,4;18,46;0;0;3,61
18/03/2008;14,44;21;12:50;8,51;22:50;47,38;72;23:10;21,7;13:10;1,64;130,7;5,99;13:43;123,3;21,63;0;0;3,74
19/03/2008;13,1;18,53;13:10;7,22;3:20;47,02;78,7;23:20;28,01;12:10;1,65;134;6,37;13:38;194,7;18,49;0;0;3,2
20/03/2008;10,91;13,55;11:40;8,64;0:00;78,7;97,1;22:00;55,72;12:30;2,58;48,3;6,75;12:03;53,26;6,91;0,6;0;1,75
21/03/2008;12,16;17,98;13:10;7,22;1:50;72;97;2:30;45,06;12:50;1,79;194,1;6,94;14:47;198,6;20,73;0;0;3,02
22/03/2008;14,67;22,7;11:50;5,4;6:00;42,02;75,2;5:50;13,8;14:40;2,81;247;10,72;13:37;236,3;22,34;0;0;4,91
23/03/2008;9,01;13,67;13:50;3,72;23:40;38,4;64,08;1:30;19,63;15:30;3,31;336,2;9,81;10:59;335,6;22,73;0;0;3,9
24/03/2008;11,59;20,06;15:00;3,18;0:20;31,81;54,91;0:20;15,22;12:50;2;142,4;8,12;13:34;241,7;23,3;0;0;4,19
25/03/2008;13,32;20,4;12:20;4,26;2:50;42,12;66,35;2:50;22,46;12:10;1,9;122,9;7,87;13:45;160,3;22,84;0;0;3,98
26/03/2008;15,46;22,77;13:00;7,57;5:50;41,88;70,2;6:10;18,87;13:00;2,5;308,2;9,77;14:22;273;21,27;0;0;4,66
27/03/2008;15,99;21,28;15:10;10,13;6:00;43,31;58,43;23:50;30,71;15:00;3,38;275,6;10,33;12:12;245,1;20,06;0;0;4,78
28/03/2008;17,14;23,96;14:10;10,93;4:00;48,83;70,6;4:00;28,94;11:30;1,95;158,4;6,51;13:34;176,1;22,85;0;0;4,45
29/03/2008;14,37;20,21;13:20;9,66;1:40;67,91;91,8;3:40;41,8;13:50;2,17;49,74;7,08;13:38;32,18;18,11;0;0;3,37
30/03/2008;16,38;23,29;13:40;7,09;1:50;50,99;90;1:20;28,89;18:20;2,46;226,1;9,6;23:49;333,5;22,61;0;0;4,44
31/03/2008;14,9;20,8;14:20;7,09;5:10;28,39;56,71;4:40;12,45;14:40;2,51;351,7;8,42;0:07;330,3;24,5;0;0;4,9
01/04/2008;14,34;22,28;14:10;6,55;23:50;32,99;60,57;22:50;19,74;15:00;2,38;61,91;10,05;8:32;5,86;23,96;0;0;4,82
02/04/2008;13,06;21,35;12:20;3,92;3:30;36,54;62,9;3:40;16,1;14:50;1,72;146,3;6,62;13:20;202,2;25,31;0;0;4,34
03/04/2008;15,23;25,72;12:40;4,32;5:50;30,01;58,08;6:00;11,91;9:30;1,57;122,8;6,5;13:24;204,1;24,99;0;0;4,77
04/04/2008;12,77;20,14;11:40;6,15;6:00;47,9;75,4;0:00;29,24;18:00;2,26;103,7;8,46;18:12;80,5;24,37;0;0;4,25
05/04/2008;12,31;19,86;13:20;3,92;5:40;64,51;91;5:50;42,9;12:10;1,84;189,6;6,41;11:37;228,2;24,47;0;0;3,69
06/04/2008;17,54;27,48;14:50;6,42;4:50;48,36;90,3;5:00;16,02;12:20;1,95;195,2;7,54;12:56;183,5;20,47;0;0;4,85
07/04/2008;16,34;21,83;12:00;11,27;2:20;54,14;82,1;20:30;34,31;9:50;1,98;96,7;8,17;12:17;12,01;11,16;0;0;3,19
08/04/2008;17,02;19,61;9:10;12,95;4:40;49,26;80,4;0:00;33,76;9:10;2,72;210,1;7,07;1:52;251,4;11,9;0;0;3,45
09/04/2008;17,19;23,4;9:00;9,25;5:20;67,63;92,1;5:20;41,47;9:10;1,65;185;7,84;20:08;249,4;10,91;3,6;0,69;2,87
10/04/2008;19,16;25,92;14:30;12,14;4:50;47,19;85,9;6:00;16,97;15:10;4,16;210,9;14,47;12:40;219,7;24;0;0;6,44
11/04/2008;14,33;20,08;13:10;9,59;23:10;38,18;53,32;23:10;15,02;12:40;4,02;275,3;10,22;3:54;275,2;21,24;0;0;5,71
12/04/2008;13,17;19;12:30;7,09;5:30;42,96;64,04;5:30;23,88;11:30;2,31;137,9;9,21;14:38;203;21,82;0;0;4,28
13/04/2008;14,12;20,07;11:40;8,58;5:00;42,89;60,23;4:50;24,02;11:20;2,43;130,2;9,45;13:50;185,3;25,35;0;0;4,8
14/04/2008;14,51;21,14;13:30;8,17;4:30;50,64;85,6;23:30;25,9;12:40;1,9;106,4;7,11;13:50;207,7;25,25;0;0;4,41
15/04/2008;12,85;19,66;12:40;5,14;4:00;55,89;94,1;3:20;20,16;11:10;1,74;102,3;6,38;16:31;120,5;25,48;0;0;4,17
16/04/2008;12,82;17,44;13:50;7,83;5:20;60,35;89,5;0:00;35,47;11:00;1,6;322,9;5,98;17:03;204,5;13,21;0;0;2,76
17/04/2008;17,35;22,84;10:10;8,57;1:10;43,79;94,1;1:20;14,88;13:20;3,31;252,2;11,26;9:57;288,8;15,31;0;0;4,75
18/04/2008;16;21,16;13:20;10,13;4:10;42,85;81,9;8:10;22,59;15:20;4,47;241,3;12,74;13:28;280,5;21,63;1,2;0;5,41
19/04/2008;15,51;20,88;12:20;7,83;5:00;46,28;65,22;23:20;30,52;9:20;3,16;187,2;10,82;13:23;194;26,49;0;0;5,16
20/04/2008;14,58;20,22;13:00;9,52;2:00;47,93;78,9;5:10;24,97;13:40;4,34;246,4;14,5;5:03;264;21,28;1;0;5,17
21/04/2008;15,18;21,16;14:10;9,25;5:20;43,56;63,88;0:00;26,79;14:20;2,51;254,9;8,04;14:16;275,1;22,15;0;0;4,73
22/04/2008;15,32;21,95;12:20;7,56;2:50;47,49;75,3;5:00;25,7;11:10;1,87;160,5;8,42;13:24;199,2;27,32;0;0;4,8
23/04/2008;18,18;25,04;12:50;10,26;5:30;43,42;66,93;5:40;27,25;12:50;2,05;148,2;7,22;11:55;210,6;27,34;0;0;5,38
24/04/2008;19,92;27,79;12:20;11,54;5:30;44,59;69,83;5:30;24,81;12:20;1,5;102,2;6,42;12:58;137,8;23,81;0;0;4,99
25/04/2008;17,59;24,77;12:00;9,79;4:00;47,91;79,5;4:00;26,24;11:10;1,74;102,2;6,7;13:48;150,6;27,8;0;0;5,14
26/04/2008;18,01;27,25;13:40;8,44;5:10;37,93;73,6;5:10;15,21;11:40;1,58;68,86;6,43;10:33;14,69;27,84;0;0;5,46
27/04/2008;16,88;26,58;13:10;9,04;0:30;40,6;69,43;0:00;17,58;11:30;1,7;122,1;7,89;13:06;186,1;27,18;0;0;5,45
28/04/2008;19,13;27,34;11:10;7,7;4:30;43,74;78;1:00;21,71;20:20;2,11;226,2;7,59;19:38;288;22,88;0;0;5,32
29/04/2008;17,54;22,95;12:40;11,33;22:00;45,06;79,2;23:50;27,74;9:00;2,21;182,3;7,91;15:03;197,5;27,77;0;0;5,24
30/04/2008;16,54;23,49;12:30;9,12;5:00;42,15;73,2;0:00;20,49;10:50;1,73;112,6;7,2;12:43;119,6;28,23;0;0;5,17
01/05/2008;15,42;22,77;12:10;7,23;5:10;60,17;89,1;22:40;39,35;14:40;1,61;77,6;6,32;11:23;28,72;27,82;0;0;4,6
02/05/2008;16,86;24,77;13:20;8,92;3:20;51,76;92,2;2:30;22,52;16:50;2,01;55,22;6,79;15:31;93,9;25,47;0;0;5,1
03/05/2008;17,92;24,71;13:20;11,41;4:00;36,97;68,06;0:00;24,14;12:20;1,75;70,1;6,14;14:11;85;23,92;0;0;4,98
04/05/2008;18,87;27,12;12:30;11;4:20;41,29;68,06;0:00;16,02;12:30;1,65;144,7;5,8;15:23;240,8;26,59;0;0;5,54
05/05/2008;19,38;27,86;13:50;10,86;5:00;44,25;63,53;4:20;22,64;15:10;1,43;97,9;6,55;14:12;225,4;25,68;0;0;5,27
06/05/2008;19,38;26,93;11:40;11,74;2:30;42,48;69,96;4:50;17,78;11:10;2,06;74,8;7,33;10:15;62,04;25,69;0;0;5,77
07/05/2008;18,85;23,83;13:30;13,96;3:50;46,07;62,16;5:30;33,4;13:40;3,23;42,08;9,27;15:56;53,11;23,25;0;0;5,64
08/05/2008;14,24;16,67;0:50;12,75;12:30;86,3;97,2;13:30;51,86;0:40;1,7;37,56;6,27;11:59;13,85;2,58;33,8;20,6;1,5
09/05/2008;15,58;20,74;13:50;13,7;0:00;83,6;95,5;2:10;59,05;13:40;1,3;235,8;9,27;14:30;274,9;12,83;1,6;0;2,58
10/05/2008;14,14;19,14;16:10;10,06;3:10;66,75;92,5;3:00;38,77;16:10;2,37;262,4;7,86;13:20;261,4;17,96;1,6;0;3,64
11/05/2008;13,49;17,25;16:40;10,73;23:40;81,6;93,6;22:10;62,6;15:10;1,37;170,9;5,06;9:51;27,3;12,46;2;0;2,33
12/05/2008;14,6;19,4;12:30;9,38;2:10;74,8;93,8;2:10;44,92;11:10;1,48;149,7;5,87;15:19;210,9;15,55;0,2;0;3,03
13/05/2008;16,46;21,23;15:00;11,81;1:10;74,6;94,4;0:00;47,97;15:00;1,43;165,2;6,84;14:39;183,7;17,66;0;0;3,37
14/05/2008;17,37;23,44;14:40;12,22;0:20;76,2;97,6;2:10;42,88;14:40;1,45;42,42;5,45;15:54;218;20,78;0;0;3,94
15/05/2008;17,56;22,29;11:40;12,15;5:20;71,2;95,1;2:40;47,21;10:30;1,39;153,2;6,88;11:40;153,8;18,45;0;0;3,55
16/05/2008;18,1;24,57;12:20;11,68;4:00;63,1;91,5;4:00;28,8;12:30;1,56;125,1;7,71;13:48;176,3;26,05;0;0;4,93
17/05/2008;17,57;22,56;15:10;13,09;4:50;67,25;86,5;22:10;43,56;9:10;1,59;111;8,19;10:54;259,2;19,97;3,2;0,35;3,95
18/05/2008;15,93;21,75;10:40;8,82;22:20;74,5;91,8;3:10;47,21;10:40;1,93;90;11,18;11:20;249,5;16,54;19,2;11,84;3,45
19/05/2008;16,46;22,63;15:30;9,92;1:10;55,66;89,7;0:00;30,03;16:00;1,95;308,3;6,68;12:46;312,9;24,29;0;0;4,69
20/05/2008;17,07;;;;;54,09;64,73;22:10;;17:49;1,16;117,2;5;17:49;174,5;0,14;0,2;;
21/05/2008;19,55;24,98;12:40;13,63;2:50;48,75;78,1;23:10;25,69;11:00;1,78;127,6;6,97;12:45;129,1;29,71;0;0;5,71
22/05/2008;21,04;26,32;13:50;15,92;0:00;50,03;75,5;0:10;31,17;16:30;2,04;137,5;7,48;14:53;205,3;27,97;0;0;5,84
23/05/2008;21,67;27,19;10:50;15,11;0:30;51,18;86,1;23:20;31,37;15:40;1,81;142,7;7,31;12:41;182,1;27,6;0;0;5,65
24/05/2008;20,73;26,33;16:30;14,77;3:10;51,96;84,9;2:30;23,87;16:30;1,81;180,6;7,98;14:27;207;26,86;0;0;5,59
25/05/2008;16,96;19,34;16:00;14,43;23:40;58,66;83,2;0:00;41,54;14:20;1,9;117,8;6,53;14:52;167;12,52;0;0;3,14
26/05/2008;16,62;20,74;11:30;13,43;4:00;64,34;88,4;2:50;40,18;10:50;1,39;177,7;6,91;12:20;212,4;15,14;0;0;3,25
27/05/2008;17,56;21,89;11:00;13,89;1:00;53,46;82,1;23:20;33,76;17:10;1,25;119,6;5,45;14:10;187,4;13,71;0;0;3,25
28/05/2008;17,48;22,95;11:20;11,53;4:50;55,6;83,8;5:20;31,38;10:30;1,49;151,5;7,17;12:57;179,6;24,12;0,2;0;4,58
29/05/2008;18,4;24,1;11:40;11,54;4:00;45,55;70,6;4:00;29,82;13:30;1,89;133,1;8,41;13:12;193,7;26,87;0;0;5,32
30/05/2008;19,79;24,91;10:40;13,7;5:00;56,82;87,5;0:00;36,24;12:20;1,7;64,56;6,04;15:32;27,36;21,95;0;0;4,6
31/05/2008;17,23;22,56;13:20;14,84;21:50;72,4;89,2;0:40;37,13;13:20;2,62;157,3;8,31;14:37;163,1;18,85;0;0;4,38
01/06/2008;17,58;22,43;13:50;11,88;4:20;66,52;93,5;3:40;34,36;10:10;1,48;157,8;6,29;12:46;177,4;21,73;0,2;0;4,19
02/06/2008;19,26;25,92;12:10;11,81;1:20;49,75;88,5;1:20;26,84;11:20;1,93;135,3;7,89;14:04;190,9;25,06;0;0;5,29
03/06/2008;19,91;25,92;11:00;13,7;1:00;55,67;81,7;0:00;33,54;10:10;1,73;108;6,38;13:33;109,2;22,12;0;0;4,83
04/06/2008;19,66;26,32;13:30;13,02;3:10;60,69;90,1;3:50;30,89;13:50;1,97;198,8;6,29;15:07;202,2;27,08;0;0;5,52
05/06/2008;22,28;28,88;10:20;13,7;4:50;51,82;84,6;3:30;26,09;13:10;2,16;120,5;8,93;14:17;182,8;28;0;0;6,22
06/06/2008;20,04;26,19;12:30;14,16;23:40;61,9;88,8;4:30;28,87;12:30;2,01;81,9;7,25;12:31;44,26;29,73;0;0;5,91
07/06/2008;19,54;25,65;11:30;13,56;4:40;62,86;88,2;23:00;34,01;11:30;1,82;123;7,84;15:24;178,1;27,39;0;0;5,38
08/06/2008;18,42;23,63;13:10;14,43;0:10;67,59;88,7;2:10;39,35;13:50;1,88;96,5;6,73;12:33;95,8;17,85;0;0;4,05
